Cancer_type	sub_family	log2foldchange
COAD	L1MC3	 -0.67383020022166
COAD	L1MC5	 -0.295853963468449
COAD	L1MCa	 -1.39841054207558
COAD	L1MCc	 -0.703074629347746
COAD	L1MD	 1.07816510913012
COAD	L1MDb	 -0.501901371372592
COAD	L1ME3C	 -0.317819536954486
COAD	L1MEa	 -1.1864596314357
COAD	L1MEb	 -0.358614125244647
COAD	L1MEd	 -0.335286628766939
COAD	L1P3b	 0.467516959564876
COAD	L1P4b	 0.712158316478876
COAD	L1PA13	 -0.690166570886534
COAD	L1PA5	 -1.01355270865642
COAD	L1PA7	 -1.32716293810303
COAD	L1PA8A	 -0.703553661060866
COAD	L1PBa	 -1.43222074989762
COAD	L1PBb	 -0.432904195879684
ESCA	L1M2a1	 -1.46511232618128
ESCA	L1MEa	 -1.25025163612057
ESCA	L1P4b	 1.98700448126793
HNSC	HAL1b	 0.227122749499652
HNSC	L1HS	 1.42850836405372
HNSC	L1M2	 0.394985159026972
HNSC	L1M2b	 1.15455315553661
HNSC	L1M3	 0.193200430258706
HNSC	L1M3b	 0.567810923930206
HNSC	L1M3c	 0.696701246664439
HNSC	L1M3d	 0.373694434309154
HNSC	L1M3de	 -0.549775704670001
HNSC	L1M3f	 0.722142916506675
HNSC	L1M4c	 0.650001821928274
HNSC	L1M7	 0.429921460174465
HNSC	L1MA1	 0.324733488650132
HNSC	L1MA2	 -0.384127596347665
HNSC	L1MA3	 0.373720020591422
HNSC	L1MA4	 0.32763386278199
HNSC	L1MA4A	 0.463214688178472
HNSC	L1MA6	 0.927656689929744
HNSC	L1MB3	 0.159976006534773
HNSC	L1MC2	 0.331072823313331
HNSC	L1MDa	 0.354414071750019
HNSC	L1MDb	 0.298777156341555
HNSC	L1ME1	 0.160253194216859
HNSC	L1ME2z	 0.185625574677083
HNSC	L1MEb	 -0.497576602064521
HNSC	L1MEc	 0.362659075793258
HNSC	L1MEd	 0.146614753124766
HNSC	L1MEg1	 0.301379325046491
HNSC	L1MEg2	 0.443934010652696
HNSC	L1P1	 0.65120249683148
HNSC	L1P3	 0.461805712655532
HNSC	L1P4	 0.650658540571792
HNSC	L1P4c	 1.00570531433847
HNSC	L1P4e	 0.497700343184701
HNSC	L1PA10	 0.252980766902258
HNSC	L1PA12	 0.390889932985285
HNSC	L1PA14	 0.443073025527375
HNSC	L1PA15	 0.353894680413438
HNSC	L1PA2	 1.48447831493942
HNSC	L1PA3	 0.872284831362322
HNSC	L1PA4	 -0.603317012738328
HNSC	L1PA7	 0.405052537498352
HNSC	L1PA8	 0.358977240156832
HNSC	L1PB1	 0.449633829777968
HNSC	L1PB2	 0.561312015112232
HNSC	L1PB3	 0.708411622887156
HNSC	L1PB4	 0.302219878431706
HNSC	L1PB	 0.426631646440612
HNSC	L1PBa1	 0.677904943956743
HNSC	L1PBa	 1.14364226133642
HNSC	L1PBb	 0.717631099441622
HNSC	L1PREC2	 0.20711172735846
HNSC	X9_LINE	 0.8088772854939
KICH	HAL1-2a_MD	 0.590388047673593
KICH	HAL1-3A_ME	 -2.13955849460778
KICH	HAL1b	 -0.257405744988826
KICH	L1HS	 0.340867098974759
KICH	L1M1	 0.517859086488351
KICH	L1M2	 0.395804723059986
KICH	L1M2a1	 -0.37610731951464
KICH	L1M2a	 0.776774074735446
KICH	L1M2b	 -1.6478510444908
KICH	L1M3	 0.271603204727551
KICH	L1M3b	 0.196788219605314
KICH	L1M3de	 0.391754130315693
KICH	L1M3e	 0.357606609044421
KICH	L1M3f	 0.737769111395681
KICH	L1M4	 0.307769034814022
KICH	L1M5	 0.348157191998696
KICH	L1M7	 0.458948667824943
KICH	L1M	 0.231079511068852
KICH	L1MA10	 0.731601454371072
KICH	L1MA1	 0.210599053695433
KICH	L1MA3	 0.478452289865966
KICH	L1MA4	 0.405477744327305
KICH	L1MA4A	 0.69659652361739
KICH	L1MA5	 0.643569210301938
KICH	L1MA6	 0.560133089362374
KICH	L1MA7	 0.426260005125491
KICH	L1MA8	 0.419319670646512
KICH	L1MA9	 0.349372280615975
KICH	L1MB1	 0.299931652757134
KICH	L1MB2	 0.235909932201578
KICH	L1MB3	 0.24800937415448
KICH	L1MB4	 0.208406650903514
KICH	L1MB8	 0.415313857958889
KICH	L1MC1	 0.243684438346506
KICH	L1MC2	 0.467819041064637
KICH	L1MC3	 0.397024222946882
KICH	L1MC4	 0.215164865664316
KICH	L1MC4a	 0.16033390688258
KICH	L1MC5	 0.31213884547132
KICH	L1MC	 0.388792841697783
KICH	L1MCa	 0.458223947002456
KICH	L1MCb	 0.421747422266106
KICH	L1MCc	 0.434967348153052
KICH	L1MD1	 0.515468982882368
KICH	L1MD2	 0.459458681751999
KICH	L1MDa	 0.197173520844342
KICH	L1ME1	 0.387618617580035
KICH	L1ME2	 0.448607882553325
KICH	L1ME2z	 0.287233464904921
KICH	L1ME3	 0.459325350205293
KICH	L1ME3B	 0.546292897125848
KICH	L1ME3C	 0.240364164839008
KICH	L1ME3D	 0.345440971545785
KICH	L1ME4a	 0.199537103317034
KICH	L1ME5	 0.276410383871157
KICH	L1MEb	 0.637507325403351
KICH	L1MEd	 0.473937492062573
KICH	L1MEe	 0.279900174079438
KICH	L1MEg2	 0.603812023933662
KICH	L1MEg	 0.291725089542646
KICH	L1P1	 0.977044411023569
KICH	L1P3	 0.35587454611778
KICH	L1P4	 0.815707153069724
KICH	L1P4a	 -0.656048120166635
KICH	L1P4b	 0.61023708331494
KICH	L1P4d	 -1.15637932209713
KICH	L1P5	 0.289892938048528
KICH	L1PA10	 0.465818601918517
KICH	L1PA12	 0.398468232913765
KICH	L1PA13	 0.431546849662924
KICH	L1PA14	 1.0287909578292
KICH	L1PA15-16	 0.307885615782346
KICH	L1PA15	 -0.438127856230497
KICH	L1PA16	 0.301204808978208
KICH	L1PA2	 0.549225531663463
KICH	L1PA3	 0.402337488497531
KICH	L1PA4	 0.497822649664032
KICH	L1PA5	 0.406908477361446
KICH	L1PA6	 0.593290097660757
KICH	L1PA7	 0.356150050664582
KICH	L1PA8A	 0.734047398951818
KICH	L1PB1	 0.947887892196199
KICH	L1PB3	 0.609465941303078
KICH	L1PB4	 0.378960267730062
KICH	L1PB	 0.98855661021098
KICH	L1PREC2	 0.506569468176964
KICH	X9_LINE	 -1.38575526852268
KIRC	HAL1-2a_MD	 0.495277307792849
KIRC	HAL1-3A_ME	 -2.41474178486243
KIRC	HAL1	 -0.409851451856372
KIRC	HAL1b	 -0.773828224193501
KIRC	L1HS	 0.731014386199164
KIRC	L1M1	 -0.550094589966608
KIRC	L1M2	 -0.446954604616187
KIRC	L1M2a1	 -0.241696363249336
KIRC	L1M2a	 -0.614883471140696
KIRC	L1M2b	 -1.3591787979922
KIRC	L1M3a	 -1.03340980623472
KIRC	L1M3c	 0.801944631855653
KIRC	L1M3e	 -0.491070683248523
KIRC	L1M4	 -0.552589058802215
KIRC	L1M4b	 -0.563421507492365
KIRC	L1M5	 -0.250516722676703
KIRC	L1M6	 -0.787675527519793
KIRC	L1M	 -0.237919403964777
KIRC	L1MA1	 -0.564193494199117
KIRC	L1MA3	 -0.518083694812116
KIRC	L1MA5	 -0.371268364538259
KIRC	L1MA5A	 -0.761544260938661
KIRC	L1MA7	 -0.348580184660502
KIRC	L1MA8	 -0.438153138634982
KIRC	L1MA9	 -0.687434630353605
KIRC	L1MB2	 -0.352945039209257
KIRC	L1MB3	 -0.490452215963528
KIRC	L1MB4	 -0.537339867731494
KIRC	L1MB5	 -0.48394035136657
KIRC	L1MB7	 -0.522715916910742
KIRC	L1MB8	 -1.02575237473481
KIRC	L1MC1	 -0.645354296690059
KIRC	L1MC2	 -0.521275651453553
KIRC	L1MC3	 -0.578285466229158
KIRC	L1MC4a	 -0.259237321009741
KIRC	L1MC5	 -0.543496549471187
KIRC	L1MC	 -0.435802508585998
KIRC	L1MCa	 -0.429242983128348
KIRC	L1MCc	 -0.474469051668646
KIRC	L1MD2	 -0.266672799137589
KIRC	L1MD3	 -0.436963893743709
KIRC	L1MD	 -0.582506033089075
KIRC	L1MDa	 -0.386469892282821
KIRC	L1MDb	 -0.496904909191883
KIRC	L1ME2	 -0.551067720202363
KIRC	L1ME2z	 -0.440445269463429
KIRC	L1ME3	 -0.490832810188134
KIRC	L1ME3A	 -0.614585031028931
KIRC	L1ME3C	 -0.474186254637566
KIRC	L1MEa	 -1.19619175623449
KIRC	L1MEb	 -0.622094083529458
KIRC	L1MEd	 -0.252035387738448
KIRC	L1MEe	 -0.268798280496698
KIRC	L1MEf	 -0.27523526912692
KIRC	L1MEg1	 -0.484138531953919
KIRC	L1MEg2	 -0.915123610946854
KIRC	L1MEg	 -0.565662578938648
KIRC	L1P3	 -0.225137475281875
KIRC	L1P4a	 -1.09359451550108
KIRC	L1P4d	 -1.2804368385427
KIRC	L1P4e	 -1.01334474688675
KIRC	L1P5	 -0.834435291648524
KIRC	L1PA11	 -0.708232509907252
KIRC	L1PA13	 -0.497869607213251
KIRC	L1PA14	 -0.42493762327196
KIRC	L1PA17	 -0.716008120259366
KIRC	L1PA3	 0.608899685871503
KIRC	L1PA4	 1.13216232827134
KIRC	L1PA7	 -0.348885464258143
KIRC	L1PB2	 -0.747901100936276
KIRC	L1PB4	 -0.653865191171557
KIRC	L1PBa1	 -1.33660704403423
KIRC	L1PBa	 -0.69160773684857
KIRC	X9_LINE	 0.38809417350124
KIRP	HAL1-3A_ME	 -2.69145739380635
KIRP	L1HS	 0.679425278501809
KIRP	L1M2	 0.296784134131523
KIRP	L1M2a1	 -1.05084962334073
KIRP	L1M3	 0.547118291511043
KIRP	L1M3b	 0.346830185634177
KIRP	L1M3c	 0.531606338972481
KIRP	L1M3e	 0.458168703339182
KIRP	L1M3f	 0.512846790826203
KIRP	L1M4c	 0.560431301861219
KIRP	L1M7	 0.220992949690517
KIRP	L1MA2	 0.246428454000563
KIRP	L1MA4A	 0.465042925413417
KIRP	L1MA5A	 0.522699401981109
KIRP	L1MA6	 0.340836558921227
KIRP	L1MA7	 0.295056759419233
KIRP	L1MA9	 0.271216672181079
KIRP	L1MB8	 -0.307141445741792
KIRP	L1MCb	 0.472660125128153
KIRP	L1MD1	 0.2698097542872
KIRP	L1ME1	 0.283735163407628
KIRP	L1ME2z	 0.231271056135415
KIRP	L1ME3A	 -0.389757431683133
KIRP	L1ME3D	 0.3317821408438
KIRP	L1ME3F	 0.687023261404495
KIRP	L1ME5	 0.20239284703497
KIRP	L1MEa	 -1.10649393525494
KIRP	L1MEc	 0.336853579171917
KIRP	L1MEg2	 -0.340598321681911
KIRP	L1P1	 0.518434991110958
KIRP	L1P2	 0.477458954997082
KIRP	L1P3	 0.479992622946267
KIRP	L1P4b	 1.03439103060525
KIRP	L1P4c	 0.909789639068224
KIRP	L1PA10	 0.255326289688188
KIRP	L1PA13	 0.336598459912334
KIRP	L1PA16	 0.340233938511879
KIRP	L1PA2	 0.661216112231046
KIRP	L1PA3	 0.508945273782935
KIRP	L1PA4	 0.560558809786691
KIRP	L1PA5	 0.346991627518014
KIRP	L1PA6	 0.27924902060681
KIRP	L1PB3	 0.422681545923575
KIRP	L1PB	 0.447528317185775
KIRP	L1PREC2	 0.284785872360091
KIRP	X9_LINE	 -0.574938310166846
LIHC	HAL1-2a_MD	 0.396252896121553
LIHC	HAL1-3A_ME	 -2.1617582737795
LIHC	HAL1	 -0.358739765355014
LIHC	HAL1N1_MD	 -1.87269000342221
LIHC	L1HS	 0.447700685437075
LIHC	L1M1	 -0.570391923047044
LIHC	L1M2b	 2.15723401418005
LIHC	L1M3	 0.185424903551662
LIHC	L1M3a	 0.448665043834313
LIHC	L1M3b	 -0.919141326256115
LIHC	L1M3c	 -0.345379635281848
LIHC	L1M3de	 -0.705245285989084
LIHC	L1M4	 -0.322979915027025
LIHC	L1M4b	 0.21096175776496
LIHC	L1M4c	 0.430524311608331
LIHC	L1MA10	 -0.935911312280477
LIHC	L1MA2	 0.381255887324846
LIHC	L1MA4A	 0.593177937963591
LIHC	L1MA5A	 -0.377148303889311
LIHC	L1MA6	 -0.466887224570101
LIHC	L1MB5	 -1.07260422089317
LIHC	L1MB7	 -0.263628490813881
LIHC	L1MB8	 -0.429615241751138
LIHC	L1MC2	 -0.436222035755974
LIHC	L1MC3	 -0.335869207056668
LIHC	L1MC4	 -0.18845388088316
LIHC	L1MC5	 -0.398742821366163
LIHC	L1MC	 -0.714121281398404
LIHC	L1MD2	 -0.142852369640808
LIHC	L1MD	 -0.696932383269494
LIHC	L1ME3	 -1.12050100123023
LIHC	L1ME4a	 -0.158679894479342
LIHC	L1MEc	 0.185082086469549
LIHC	L1MEg1	 0.711309037025078
LIHC	L1P2	 -0.328459064611508
LIHC	L1P3b	 1.12650572254201
LIHC	L1P4a	 -0.558520405077017
LIHC	L1P4b	 0.922251999997019
LIHC	L1PA11	 -0.384125978401898
LIHC	L1PA12	 0.738603789484682
LIHC	L1PA17	 -0.36495554351302
LIHC	L1PA3	 0.448446361193827
LIHC	L1PA4	 -0.375858454983214
LIHC	L1PA7	 -1.04419243456051
LIHC	L1PA8	 -0.798724593161694
LIHC	L1PB4	 -0.385792851818709
LIHC	L1PBa1	 0.489198259957597
LIHC	L1PBb	 0.916860420963672
LIHC	L1PREC2	 0.337400506393011
LIHC	X9_LINE	 -1.56570769398261
LUAD	HAL1-2a_MD	 0.374253540072805
LUAD	HAL1-3A_ME	 -0.196661786099385
LUAD	HAL1	 -0.238331508902281
LUAD	HAL1b	 -0.26831139273107
LUAD	L1HS	 1.55564427082261
LUAD	L1M2a1	 -1.33777136221142
LUAD	L1M2c	 0.597825355438162
LUAD	L1M3b	 -0.233126722877657
LUAD	L1M4c	 0.856648554932151
LUAD	L1M5	 -0.257578945490242
LUAD	L1M	 -0.405266770716412
LUAD	L1MA10	 -0.208242778898946
LUAD	L1MA3	 -0.269495788420107
LUAD	L1MA4	 -0.300525373715945
LUAD	L1MA8	 -0.203299913986038
LUAD	L1MA9	 -0.217611952606258
LUAD	L1MB4	 -0.230156937434048
LUAD	L1MB5	 -0.247351430501334
LUAD	L1MB7	 -0.235396142302701
LUAD	L1MB8	 -0.181993251264535
LUAD	L1MC1	 -0.454403617446793
LUAD	L1MC2	 -0.226411508668389
LUAD	L1MC3	 -0.25745843920561
LUAD	L1MC4	 -0.167938636746235
LUAD	L1MC4a	 -0.230884589259396
LUAD	L1MCa	 -0.635969727222769
LUAD	L1MCb	 -0.235022548474401
LUAD	L1MD1	 -0.450646918622762
LUAD	L1MD2	 -0.18810392122063
LUAD	L1MD3	 -0.247068969989923
LUAD	L1MDb	 -0.380652110097058
LUAD	L1ME1	 -0.370128264957674
LUAD	L1ME2	 -0.205094555275973
LUAD	L1ME2z	 -0.233720119114959
LUAD	L1ME3	 -0.315201346466972
LUAD	L1ME3A	 -0.341747931835745
LUAD	L1ME3B	 -0.506456912451184
LUAD	L1ME3C	 -0.215482965386747
LUAD	L1ME3D	 0.189193869303486
LUAD	L1ME3F	 -0.239204621191038
LUAD	L1ME4a	 -0.256616739934845
LUAD	L1ME5	 -0.251888339563331
LUAD	L1MEa	 -1.43916275548605
LUAD	L1MEb	 -0.541981527156327
LUAD	L1MEd	 -0.26553935416512
LUAD	L1MEe	 -0.209171510540525
LUAD	L1MEf	 -0.238909646290748
LUAD	L1MEg1	 0.26965139360367
LUAD	L1MEg2	 -0.490228563591011
LUAD	L1MEg	 -0.393748851828308
LUAD	L1P1	 0.366712107768177
LUAD	L1P2	 -0.548368158237455
LUAD	L1P3	 -0.261847493071915
LUAD	L1P4	 -0.26054535021468
LUAD	L1P4b	 0.864454595592615
LUAD	L1P4e	 -0.38401147784299
LUAD	L1P5	 -0.377041442673789
LUAD	L1PA11	 -0.437387963861163
LUAD	L1PA12	 0.398751048679803
LUAD	L1PA13	 -0.23684207125954
LUAD	L1PA14	 -0.324730372195877
LUAD	L1PA15	 -0.626170097102348
LUAD	L1PA16	 -0.28865163137479
LUAD	L1PA2	 1.49557551594252
LUAD	L1PA3	 0.769332559771114
LUAD	L1PA7	 -0.21488222460187
LUAD	L1PA8	 -0.230972789008831
LUAD	L1PA8A	 -0.560826811952005
LUAD	L1PB2	 -0.429501809289899
LUAD	L1PB3	 0.415889545804108
LUAD	L1PB4	 -0.272700221764435
LUSC	HAL1-2a_MD	 0.203214301270577
LUSC	HAL1-3A_ME	 -0.174705741115699
LUSC	HAL1N1_MD	 -1.828295421891
LUSC	HAL1b	 -0.160264647263114
LUSC	L1HS	 2.42769236430654
LUSC	L1M1	 0.212683880764656
LUSC	L1M2	 0.304372213367206
LUSC	L1M2a1	 -1.21575041695387
LUSC	L1M2a	 0.37261314938879
LUSC	L1M2b	 0.569929796297215
LUSC	L1M2c	 0.737069247281733
LUSC	L1M3de	 0.514284963565585
LUSC	L1M3e	 0.308118546733121
LUSC	L1M4	 0.188700086147349
LUSC	L1M4c	 0.945625945485097
LUSC	L1M7	 0.227502048379367
LUSC	L1M	 -0.302986314088763
LUSC	L1MA5A	 -0.312670403416823
LUSC	L1MA6	 0.265348861406604
LUSC	L1MB1	 0.292635743166797
LUSC	L1MB4	 -0.195702754899877
LUSC	L1MB5	 -0.240154750756045
LUSC	L1MC1	 -0.438494768116248
LUSC	L1MC4a	 -0.122551352265571
LUSC	L1MCa	 -0.522986610358811
LUSC	L1MCb	 -0.230755212372167
LUSC	L1MD1	 -0.35609790690304
LUSC	L1MD	 0.487811957606726
LUSC	L1MDa	 0.177428935651351
LUSC	L1MDb	 -0.397715610845992
LUSC	L1ME3	 -0.196029162584533
LUSC	L1ME3B	 -0.276735164411179
LUSC	L1ME3D	 0.460684491883105
LUSC	L1ME5	 -0.165924061525695
LUSC	L1MEa	 -1.65263647203456
LUSC	L1MEb	 -0.194662452495899
LUSC	L1MEg1	 0.524185193913935
LUSC	L1MEg	 -0.249620756358736
LUSC	L1P1	 0.726052232186454
LUSC	L1P2	 -0.341025292077662
LUSC	L1P4a	 0.41169247320415
LUSC	L1P4b	 1.32452937152586
LUSC	L1P4c	 -0.731945318550918
LUSC	L1P4d	 0.613260832832324
LUSC	L1PA12	 0.436824237346289
LUSC	L1PA15	 -0.589335744018856
LUSC	L1PA2	 2.07101853787425
LUSC	L1PA3	 1.27654924283311
LUSC	L1PA4	 0.37374293484403
LUSC	L1PA5	 0.376243361709573
LUSC	L1PA8A	 -0.234271163629845
LUSC	L1PB1	 0.430490847954876
LUSC	L1PB2	 -0.281533360197556
LUSC	L1PB3	 0.308722638963292
LUSC	L1PBa1	 1.19583163305809
LUSC	L1PBa	 0.656621854702578
LUSC	L1PBb	 0.380408444367147
LUSC	X9_LINE	 -0.383181912662211
PRAD	L1HS	 0.441879471333101
PRAD	L1M2a1	 -0.905399408339368
PRAD	L1M2a	 2.03288001659088
PRAD	L1M2b	 0.943741920842565
PRAD	L1M2c	 -2.09095328775232
PRAD	L1M3	 0.303413389751899
PRAD	L1M3e	 0.485679286646769
PRAD	L1M4c	 0.491173709247265
PRAD	L1M5	 0.198202628031868
PRAD	L1M6	 0.360798120805687
PRAD	L1MA10	 0.386864910870108
PRAD	L1MA4A	 0.899502473884674
PRAD	L1MA5A	 0.220592851706686
PRAD	L1MA6	 0.34288972600147
PRAD	L1MA9	 0.229050795025315
PRAD	L1MB1	 0.332431114691008
PRAD	L1MB3	 0.247116554847847
PRAD	L1MC3	 0.25649822776663
PRAD	L1MC4	 0.215949470980945
PRAD	L1MC5	 0.224358306261428
PRAD	L1MC	 0.331173213437155
PRAD	L1MCc	 0.429965357423816
PRAD	L1MD1	 0.267655601038734
PRAD	L1MD2	 0.133281518069697
PRAD	L1MD	 0.243836030971083
PRAD	L1ME2z	 0.389383210223132
PRAD	L1MEa	 -0.668049389616342
PRAD	L1MEg1	 0.340928171860076
PRAD	L1P2	 0.819906689513268
PRAD	L1P4	 0.546319667867985
PRAD	L1P4d	 -1.01305431774962
PRAD	L1PA10	 0.463769989562461
PRAD	L1PA12	 0.836470164578371
PRAD	L1PA13	 0.432378450081742
PRAD	L1PA17	 0.32939015784476
PRAD	L1PA2	 0.500531359811802
PRAD	L1PBa1	 0.316623181888869
PRAD	L1PBa	 0.49610487754704
PRAD	L1PBb	 0.682504416111043
PRAD	L1PREC2	 0.215288427251839
PRAD	X9_LINE	 0.944888191144138
READ	HAL1-3A_ME	 -1.45409205248001
READ	L1HS	 1.07719985709446
READ	L1M2a1	 -1.67921556851715
READ	L1M2b	 -1.44744545770478
READ	L1M3e	 -0.805371240466982
READ	L1MDb	 -0.674257343956472
READ	L1MEa	 -0.914661476998098
READ	L1PA2	 0.707158539141609
READ	L1PA4	 0.812111714241592
READ	L1PA7	 -0.941155309757632
READ	L1PBa	 -1.3368104282421
STAD	L1P3b	 1.49467795799755
STAD	L1P4b	 1.92886841316404
THCA	HAL1-2a_MD	 -0.734053522870504
THCA	HAL1-3A_ME	 0.622192376821005
THCA	HAL1	 -0.234868949086093
THCA	HAL1b	 1.35116571192926
THCA	L1M1	 -0.370133052361285
THCA	L1M2a1	 -0.287783479430388
THCA	L1M2b	 -0.5172046127996
THCA	L1M2c	 -0.351561508995691
THCA	L1M3	 -0.170256812052645
THCA	L1M3a	 -0.301550531218647
